firm_id,sector,city,gender,is_poor,has_debt_true,debt_type_x,typology,years_operating,age,n_family_workers,owner_hours_weekly,family_hours_weekly,total_hours_weekly,total_revenue_diary,cogs,gross_profit,labor_imputed,depreciation_imputed,interest_paid,net_income_conventional,net_income_adjusted,accounting_gap_bs,accounting_gap_pct,cash_flow_operating,household_draws,extraction_rate,total_assets_net,book_equity,total_liab,roa_conventional,roa_adjusted,roe_conventional,roe_adjusted,earnings_per_bv_conv,earnings_per_bv_adj,asset_turnover,gross_margin_pct,net_margin_conventional_pct,net_margin_adjusted_pct,interest_burden_pct,labor_imputed_pct_gross_profit,tobin_q_g0,fcf_annual,pv_going_concern_g0,hourly_return_adjusted_bs,mw_multiple,eh_yi_net_annual,diary_yi_net_adj_annualized,ratio_diary_eh_income,effective_annual_rate,debt_amount,autoconsumo_imputed,net_income_per_hour_adj,net_income_post_iva,sector_en
F113,manufactura,Cochabamba,F,False,True,familiar,I_Viable,2,56,0,55.8,0.0,55.8,2634.7,418.61,2216.09,958.62,30.57,0.0,2144.5,1155.31,989.19,46.1,1736.85,473.86,0.18,11876.63,7064.76,4811.87,9.39,5.06,15.78,8.5,15.78,8.5,11.54,84.1,81.4,43.8,0.0,43.3,41.5,88726.56,492925.33,20.7,1.52,88050,60076.22,0.88,0.0,4473.07,0.0,20.7,812.8,Manufacturing
F114,manufactura,Cochabamba,M,False,True,IFD/cooperativa,II_Precaria,6,37,3,49.3,55.2,104.5,1737.55,700.9,1036.65,1175.82,37.98,13.09,868.84,-344.96,1213.8,139.7,853.75,94.11,0.05,2800.03,83.74,2716.29,16.14,-6.41,539.52,-214.21,539.52,-214.21,32.27,59.7,50.0,-19.9,0.8,113.4,84.17,42420.04,235666.89,-3.3,-0.24,21350,-17938.0,1.45,0.29,2628.83,0.0,-3.3,-570.84,Manufacturing
F115,manufactura,Santa Cruz,F,False,False,ninguno,I_Viable,10,20,1,49.7,24.3,74.0,1247.1,0.0,1247.1,938.52,33.11,0.0,1114.65,143.02,971.63,87.2,778.76,131.15,0.11,2321.79,2295.18,26.61,24.96,3.2,25.25,3.24,25.25,3.24,27.93,100.0,89.4,11.5,0.0,75.3,92.78,38773.8,215410.0,1.93,0.14,0,7437.04,,0.0,0.0,0.0,1.93,-19.1,Manufacturing
F116,manufactura,La Paz,F,True,True,familiar,II_Precaria,1,40,0,53.7,0.0,53.7,392.93,67.16,325.77,737.82,29.25,0.0,258.16,-508.91,767.07,297.1,175.86,40.27,0.1,7293.61,1179.32,6114.29,1.84,-3.63,11.38,-22.44,11.38,-22.44,2.8,82.9,65.7,-129.5,0.0,226.5,5.81,7623.72,42354.0,-9.48,-0.69,0,-26463.24,,0.0,6038.66,0.0,-9.48,-559.99,Manufacturing
F117,manufactura,Santa Cruz,F,True,False,ninguno,I_Viable,2,70,0,50.1,0.0,50.1,1319.3,398.64,920.66,792.6,57.22,0.0,868.01,18.19,849.82,97.9,949.87,174.73,0.13,10323.72,10066.09,257.63,4.37,0.09,4.48,0.09,4.48,0.09,6.65,69.8,65.8,1.4,0.0,86.1,24.98,46417.8,257876.67,0.36,0.03,17650,945.8,1.47,0.0,0.0,0.0,0.36,-153.32,Manufacturing
F118,manufactura,Cochabamba,F,False,False,ninguno,I_Viable,10,53,2,51.6,38.4,90.0,4031.19,1168.41,2862.78,1484.28,15.79,0.0,2387.77,887.7,1500.07,62.8,3967.62,552.65,0.14,13920.4,12317.48,1602.92,8.92,3.32,10.08,3.75,10.08,3.75,15.06,71.0,59.2,22.0,0.0,51.8,82.01,205495.16,1141639.78,9.86,0.72,0,46160.4,,0.0,0.0,0.0,9.86,363.65,Manufacturing
F119,manufactura,Santa Cruz,M,False,True,IFD/cooperativa,I_Viable,9,37,0,52.2,0.0,52.2,2639.71,315.13,2324.58,875.94,56.32,56.02,1859.16,926.9,932.26,50.1,2484.62,261.11,0.1,6146.96,1.0,11086.76,15.73,7.84,96676.32,48198.8,96676.32,48198.8,22.33,88.1,70.4,35.1,2.1,37.7,114.12,126271.6,701508.89,17.76,1.3,0,48198.85,,0.32,10293.91,0.0,17.76,583.74,Manufacturing
F120,manufactura,Cochabamba,F,False,False,ninguno,II_Precaria,8,22,0,49.3,0.0,49.3,705.7,91.85,613.85,637.92,28.46,0.0,527.85,-138.53,666.38,126.2,711.65,41.19,0.06,1261.06,1223.7,37.36,21.77,-5.71,22.43,-5.89,22.43,-5.89,29.1,87.0,74.8,-19.6,0.0,103.9,156.51,35525.88,197366.0,-2.81,-0.21,13300,-7203.61,1.01,0.0,0.0,0.0,-2.81,-230.27,Manufacturing
F121,manufactura,La Paz,M,True,False,ninguno,II_Precaria,9,56,1,47.7,15.8,63.5,963.07,6.09,956.98,948.12,14.64,0.0,890.63,-72.13,962.76,108.1,863.84,190.1,0.2,2401.74,2254.17,147.57,19.28,-1.56,20.55,-1.66,20.55,-1.66,20.85,99.4,92.5,-7.5,0.0,99.1,102.14,44158.4,245324.44,-1.14,-0.08,24000,-3750.99,1.07,0.0,0.0,0.0,-1.14,-197.33,Manufacturing
F122,manufactura,La Paz,M,True,False,ninguno,I_Viable,4,57,1,54.0,22.7,76.7,1917.11,350.78,1566.33,1126.56,30.26,0.0,1324.92,168.1,1156.82,87.3,1466.5,195.51,0.1,5469.21,4936.11,533.1,12.6,1.6,13.96,1.77,13.96,1.77,18.23,81.7,69.1,8.8,0.0,71.9,75.86,74684.48,414913.78,2.19,0.16,43650,8741.3,0.96,0.0,0.0,0.0,2.19,-81.12,Manufacturing
F123,manufactura,La Paz,M,False,True,IFD/cooperativa,I_Viable,11,38,1,51.0,19.6,70.6,2404.12,675.04,1729.08,753.72,20.62,79.72,1480.1,705.76,774.34,52.3,1568.14,299.2,0.12,4196.53,1.0,15202.77,18.34,8.75,76965.2,36699.52,76965.2,36699.52,29.79,71.9,61.6,29.4,3.3,43.6,106.53,80471.04,447061.33,10.0,0.73,11650,36699.29,1.5,0.31,14980.44,0.0,10.0,393.22,Manufacturing
F124,manufactura,Cochabamba,M,False,False,ninguno,II_Precaria,15,49,2,52.2,35.5,87.7,1234.52,424.4,810.12,1168.08,14.7,0.0,585.13,-597.65,1182.78,202.1,504.84,144.81,0.12,2437.38,2356.18,81.2,12.48,-12.75,12.91,-13.19,12.91,-13.19,26.34,65.6,47.4,-48.4,0.0,144.2,58.09,25487.28,141596.0,-6.81,-0.5,0,-31077.62,,0.0,0.0,0.0,-6.81,-758.14,Manufacturing
F125,manufactura,Santa Cruz,M,False,True,familiar,II_Precaria,8,54,1,54.5,24.4,78.9,1177.86,298.93,878.93,1033.8,62.68,0.0,457.57,-638.91,1096.48,239.6,438.04,52.68,0.04,3842.15,1.0,5167.85,6.19,-8.65,23793.64,-33223.32,23793.64,-33223.32,15.94,74.6,38.8,-54.2,0.0,117.6,28.22,19518.72,108437.33,-8.1,-0.59,28000,-33223.22,0.91,0.0,4746.62,0.0,-8.1,-792.03,Manufacturing
F126,manufactura,Santa Cruz,F,True,True,proveedor,II_Precaria,5,48,2,53.5,37.5,91.0,821.9,204.93,616.97,1151.76,27.76,40.05,517.46,-662.06,1179.52,227.9,546.3,55.1,0.07,881.05,1.0,8020.77,30.54,-39.08,26907.92,-34427.12,26907.92,-34427.12,48.51,75.1,63.0,-80.6,4.9,186.7,170.02,26964.08,149800.44,-7.28,-0.53,0,-34426.94,,0.3,7858.3,0.0,-7.28,-768.91,Manufacturing
F127,manufactura,Cochabamba,F,False,True,IFD/cooperativa,I_Viable,5,36,0,54.4,0.0,54.4,1771.42,97.85,1673.57,789.9,31.1,13.88,1394.32,573.32,821.0,58.9,1459.68,153.48,0.09,3828.72,766.33,3062.39,18.94,7.79,94.61,38.9,94.61,38.9,24.06,94.5,78.7,32.4,0.8,47.2,107.79,74286.16,412700.89,10.54,0.77,0,29812.54,,0.27,3015.46,0.0,10.54,343.04,Manufacturing
F128,manufactura,Santa Cruz,F,False,True,prestamista_informal,I_Viable,8,24,1,48.0,19.9,67.9,1730.45,196.53,1533.92,789.36,11.34,73.82,1146.62,345.92,800.7,69.8,1143.16,207.76,0.12,2728.17,127.96,2600.21,21.86,6.59,465.96,140.57,465.96,140.57,32.98,88.6,66.3,20.0,4.3,51.5,119.85,58854.64,326970.22,5.09,0.37,0,17987.92,,3.58,2364.3,0.0,5.09,120.96,Manufacturing
F129,manufactura,Santa Cruz,M,True,True,familiar,II_Precaria,11,27,2,54.5,36.5,91.0,1698.19,411.09,1287.1,1381.26,40.89,0.0,1176.3,-245.85,1422.15,120.9,1548.05,212.07,0.12,3311.8,1.0,10719.26,18.47,-3.86,61167.6,-12784.2,61167.6,-12784.2,26.66,75.8,69.3,-14.5,0.0,107.3,131.47,78372.32,435401.78,-2.7,-0.2,0,-12783.97,,0.0,10608.51,0.0,-2.7,-466.61,Manufacturing
F130,manufactura,Cochabamba,M,True,True,familiar,II_Precaria,5,56,3,52.7,76.3,129.0,1236.49,253.38,983.11,1662.24,17.63,0.0,820.72,-859.15,1679.87,204.7,886.95,125.68,0.1,3473.9,1.0,12995.22,12.29,-12.86,42677.44,-44675.8,42677.44,-44675.8,18.51,79.5,66.4,-69.5,0.0,169.1,72.29,45204.64,251136.89,-6.66,-0.49,23800,-44675.62,1.03,0.0,12879.33,0.0,-6.66,-1019.89,Manufacturing
F131,manufactura,Santa Cruz,F,False,False,ninguno,II_Precaria,21,36,2,58.6,32.3,90.9,725.82,71.63,654.19,1010.28,14.15,0.0,556.49,-467.94,1024.43,184.1,445.87,69.75,0.1,2258.5,2175.25,83.25,12.81,-10.77,13.3,-11.19,13.3,-11.19,16.71,90.1,76.7,-64.5,0.0,154.4,55.22,22449.44,124719.11,-5.15,-0.38,0,-24332.85,,0.0,0.0,0.0,-5.15,-562.3,Manufacturing
F132,manufactura,La Paz,F,False,True,familiar,II_Precaria,3,67,3,49.2,51.6,100.8,1624.87,52.56,1572.31,1463.88,34.23,0.0,1489.52,-8.59,1498.11,100.6,1500.75,166.12,0.1,6736.79,1.0,10415.08,11.5,-0.07,77455.04,-446.68,77455.04,-446.68,12.54,96.8,91.7,-0.5,0.0,93.1,62.89,76259.04,423661.33,-0.09,-0.01,26850,-446.89,1.35,0.0,10022.12,0.0,-0.09,-219.82,Manufacturing
F133,manufactura,Santa Cruz,F,False,True,prestamista_informal,I_Viable,1,42,1,55.0,17.0,72.0,1691.67,397.86,1293.81,1063.26,15.47,73.02,1078.79,0.06,1078.73,100.0,1119.7,205.81,0.12,6410.32,151.9,6258.42,8.75,0.0,369.3,0.02,369.3,0.02,13.72,76.5,63.8,0.0,4.3,82.2,49.76,57419.96,318999.78,0.0,0.0,17650,3.15,1.41,0.86,5951.64,0.0,0.0,-219.86,Manufacturing
F134,manufactura,La Paz,M,False,False,ninguno,II_Precaria,10,31,3,46.2,45.7,91.9,1159.8,183.51,976.29,1021.38,48.76,0.0,910.0,-160.14,1070.14,117.6,1174.78,132.35,0.11,2276.67,1816.09,460.58,20.78,-3.66,26.06,-4.59,26.06,-4.59,26.49,84.2,78.5,-13.8,0.0,104.6,142.88,58553.04,325294.67,-1.74,-0.13,0,-8327.1,,0.0,0.0,0.0,-1.74,-310.91,Manufacturing
F135,manufactura,La Paz,M,False,True,familiar,I_Viable,3,46,1,45.2,22.4,67.6,2026.27,488.03,1538.24,888.48,17.14,0.0,1329.46,423.84,905.62,68.1,1277.83,326.33,0.16,5361.06,1.0,16803.24,12.9,4.11,69131.92,22039.68,69131.92,22039.68,19.65,75.9,65.6,20.9,0.0,57.8,67.93,65555.88,364199.33,6.27,0.46,38300,22039.81,1.13,0.0,16372.44,0.0,6.27,160.42,Manufacturing
F136,manufactura,Cochabamba,M,True,False,ninguno,I_Viable,1,28,3,54.4,67.8,122.2,2999.02,320.07,2678.95,1463.1,15.08,0.0,2448.92,970.74,1478.18,60.4,2643.99,41.0,0.01,11107.75,10312.61,795.14,11.46,4.54,12.35,4.89,12.35,4.89,14.04,89.3,81.7,32.4,0.0,54.6,68.37,136703.32,759462.89,7.94,0.58,0,50478.61,,0.0,0.0,0.0,7.94,580.87,Manufacturing
F137,manufactura,Cochabamba,F,False,True,familiar,II_Precaria,1,57,3,56.9,71.0,127.9,1993.96,735.96,1258.0,2107.02,12.63,0.0,1027.04,-1092.61,2119.65,206.4,1302.93,156.57,0.08,6216.41,3515.83,2700.58,8.59,-9.14,15.19,-16.16,15.19,-16.16,16.68,63.1,51.5,-54.8,0.0,167.5,59.96,67095.6,372753.33,-8.54,-0.63,0,-56815.93,,0.0,2194.07,0.0,-8.54,-1351.82,Manufacturing
F138,manufactura,La Paz,F,True,True,IFD/cooperativa,I_Viable,3,69,1,56.8,21.1,77.9,1775.51,341.99,1433.52,1141.2,21.52,44.11,1262.38,99.66,1162.72,92.1,1458.6,100.72,0.06,6781.28,1.0,9456.37,9.68,0.76,65643.76,5182.32,65643.76,5182.32,13.61,80.7,71.1,5.6,2.5,79.6,61.22,74728.16,415156.44,1.28,0.09,45800,5182.37,0.93,0.28,9140.0,0.0,1.28,-131.16,Manufacturing
F139,manufactura,Tarija,M,False,True,familiar,I_Viable,4,61,0,58.9,0.0,58.9,4989.57,1279.07,3710.5,871.14,161.84,0.0,3455.73,2422.75,1032.98,29.9,3823.3,323.05,0.06,16977.16,1.0,29220.44,10.58,7.42,179697.96,125983.0,179697.96,125983.0,15.28,74.4,69.3,48.6,0.0,23.5,62.3,190395.92,1057755.11,41.13,3.02,0,125982.92,,0.0,28687.61,0.0,41.13,1774.11,Manufacturing
F140,manufactura,Tarija,M,False,False,ninguno,II_Precaria,1,41,0,57.2,0.0,57.2,726.64,78.37,648.27,656.1,14.75,0.0,510.84,-160.01,670.85,131.3,618.18,82.72,0.11,5145.01,4857.74,287.27,5.16,-1.62,5.47,-1.71,5.47,-1.71,7.34,89.2,70.3,-22.0,0.0,101.2,33.88,31378.36,174324.22,-2.8,-0.21,15200,-8320.52,1.04,0.0,0.0,0.0,-2.8,-254.47,Manufacturing
F141,manufactura,La Paz,F,True,False,ninguno,II_Precaria,1,38,0,49.2,0.0,49.2,865.88,0.0,865.88,726.66,73.36,0.0,779.35,-20.67,800.02,102.7,985.97,80.84,0.09,17272.65,17267.0,5.65,2.35,-0.06,2.35,-0.06,2.35,-0.06,2.61,100.0,90.0,-2.4,0.0,83.9,15.26,47455.72,263642.89,-0.42,-0.03,0,-1074.84,,0.0,0.0,0.0,-0.42,-133.23,Manufacturing
F142,manufactura,Cochabamba,M,False,True,familiar,I_Viable,21,32,1,48.5,25.0,73.5,2782.08,246.08,2536.01,975.12,11.02,0.0,2169.01,1182.87,986.14,45.5,2325.12,376.83,0.14,4662.55,1.0,5018.03,24.19,13.19,112788.52,61509.24,112788.52,61509.24,31.03,91.2,78.0,42.5,0.0,38.5,143.38,120333.2,668517.78,16.09,1.18,0,61508.98,,0.0,4550.42,0.0,16.09,821.2,Manufacturing
F143,manufactura,La Paz,M,True,False,ninguno,I_Viable,13,41,1,47.8,16.2,64.0,2014.89,108.01,1906.88,741.3,25.97,0.0,1656.91,889.64,767.27,46.3,1632.77,160.94,0.08,3199.72,3086.26,113.46,26.93,14.46,27.92,14.99,27.92,14.99,32.74,94.6,82.2,44.2,0.0,38.9,145.07,83553.6,464186.67,13.9,1.02,38200,46261.31,1.26,0.0,0.0,0.0,13.9,627.7,Manufacturing
F144,manufactura,La Paz,M,False,True,prestamista_informal,III_Atrapada_deuda,5,35,1,50.8,25.6,76.4,1724.28,0.0,1724.28,895.38,7.56,186.34,1306.89,403.95,902.94,69.1,1465.82,198.82,0.12,3406.72,1.0,6449.55,19.95,6.17,67958.28,21005.4,67958.28,21005.4,26.32,100.0,75.8,23.4,10.8,51.9,123.66,75829.52,421275.11,5.29,0.39,48800,21005.4,0.91,3.45,6091.61,0.0,5.29,179.79,Manufacturing
F145,manufactura,Santa Cruz,M,True,False,ninguno,I_Viable,4,64,0,45.9,0.0,45.9,2523.4,381.78,2141.62,635.28,39.38,0.0,2003.35,1328.69,674.66,33.7,2071.05,159.12,0.06,6277.5,5700.38,577.12,16.59,11.01,18.27,12.12,18.27,12.12,20.9,84.9,79.4,52.7,0.0,29.7,93.5,105646.84,586926.89,28.95,2.12,48900,69092.01,1.33,0.0,0.0,0.0,28.95,1000.65,Manufacturing
F146,transporte,La Paz,M,True,True,proveedor,II_Precaria,9,39,0,64.0,0.0,64.0,1061.38,0.0,1061.38,821.1,73.46,62.2,809.34,-85.22,894.56,110.5,809.34,63.63,0.06,1137.84,1.0,7331.16,36.99,-3.89,42085.68,-4431.44,42085.68,-4431.44,48.51,100.0,76.3,-8.0,5.9,77.4,186.83,38265.76,212587.56,-1.33,-0.1,0,-4431.44,,0.54,7331.16,0.0,-1.33,-223.2,Transport
F147,transporte,Cochabamba,M,False,True,prestamista_informal,IV_Riesgo_critico,8,21,0,68.6,0.0,68.6,1219.07,0.0,1219.07,1155.9,245.36,200.04,982.62,-418.64,1401.26,142.6,982.62,70.32,0.06,1113.65,1.0,11178.09,45.88,-19.55,51096.24,-21769.28,51096.24,-21769.28,56.92,100.0,80.6,-34.3,16.4,94.8,191.25,38337.52,212986.22,-6.1,-0.45,41000,-21769.28,0.94,1.45,11178.09,0.0,-6.1,-577.12,Transport
F148,transporte,Tarija,M,False,True,prestamista_informal,IV_Riesgo_critico,5,54,0,52.4,0.0,52.4,1875.26,0.0,1875.26,604.2,134.01,1301.76,169.96,-568.25,738.21,434.3,169.96,58.23,0.03,2381.09,1.0,42657.43,3.71,-12.41,8837.92,-29549.0,8837.92,-29549.0,40.95,100.0,9.1,-30.3,69.4,32.2,4.36,1869.4,10385.56,-10.84,-0.8,68250,-29549.0,0.94,3.43,42657.43,0.0,-10.84,-812.03,Transport
F149,transporte,Cochabamba,M,False,False,ninguno,I_Viable,3,32,0,62.7,0.0,62.7,1833.92,0.0,1833.92,848.94,96.53,0.0,1765.98,820.51,945.47,53.5,1765.98,221.14,0.12,12305.79,12305.79,0.0,7.46,3.47,7.46,3.47,7.46,3.47,7.75,100.0,96.3,44.7,0.0,46.3,39.19,86811.4,482285.56,13.09,0.96,0,42666.52,,0.0,0.0,0.0,13.09,582.1,Transport
F150,transporte,La Paz,M,False,True,prestamista_informal,II_Precaria,4,28,1,62.5,5.4,67.9,1881.63,0.0,1881.63,1198.2,119.97,100.77,1234.83,-83.34,1318.17,106.7,1234.83,122.87,0.07,7549.21,4516.24,3032.97,8.51,-0.57,14.22,-0.96,14.22,-0.96,12.96,100.0,65.6,-4.4,5.4,63.7,42.66,57972.72,322070.67,-1.23,-0.09,0,-4333.68,,4.02,3032.97,0.0,-1.23,-327.95,Transport
F151,transporte,Cochabamba,M,False,True,IFD/cooperativa,I_Viable,7,38,0,59.5,0.0,59.5,1942.82,0.0,1942.82,781.86,256.07,87.34,1817.68,779.75,1037.93,57.1,1817.68,372.41,0.19,1797.82,1.0,25195.46,52.57,22.55,94519.36,40547.0,94519.36,40547.0,56.19,100.0,93.6,40.1,4.5,40.2,250.93,81203.72,451131.78,13.11,0.96,0,40547.0,,0.2,25195.46,0.0,13.11,527.18,Transport
F152,transporte,Tarija,M,False,True,IFD/cooperativa,IV_Riesgo_critico,1,47,0,67.5,0.0,67.5,535.1,0.0,535.1,782.34,148.79,65.39,463.59,-467.54,931.13,200.9,463.59,88.64,0.17,31556.05,18604.4,12951.65,0.76,-0.77,1.3,-1.31,1.3,-1.31,0.88,100.0,86.6,-87.4,12.2,146.2,2.88,16369.6,90942.22,-6.93,-0.51,14250,-24312.08,1.07,0.3,12951.65,0.0,-6.93,-537.1,Transport
F153,transporte,Cochabamba,M,False,True,familiar,I_Viable,7,46,0,55.4,0.0,55.4,2229.7,0.0,2229.7,991.68,52.5,0.0,2202.98,1158.8,1044.18,47.4,2202.98,226.88,0.1,2084.12,1.0,8143.78,54.97,28.91,114554.96,60257.6,114554.96,60257.6,55.63,100.0,98.8,52.0,0.0,44.5,298.09,111824.96,621249.78,20.92,1.53,0,60257.6,,0.0,8143.78,0.0,20.92,868.94,Transport
F154,transporte,La Paz,M,False,True,prestamista_informal,IV_Riesgo_critico,4,47,0,65.3,0.0,65.3,911.79,0.0,911.79,1039.56,119.09,400.52,486.96,-671.69,1158.65,237.9,486.96,144.9,0.16,7373.98,1.0,20489.47,3.43,-4.74,25321.92,-34927.88,25321.92,-34927.88,6.43,100.0,53.4,-73.7,43.9,114.0,14.41,19129.24,106273.56,-10.29,-0.75,0,-34927.88,,1.65,20489.47,0.0,-10.29,-790.22,Transport
F155,transporte,Cochabamba,M,False,True,prestamista_informal,I_Viable,5,40,0,58.4,0.0,58.4,1494.52,0.0,1494.52,1075.14,64.22,55.88,1200.74,61.38,1139.36,94.9,1200.74,175.75,0.12,1046.91,1.0,2189.34,59.64,3.05,62438.48,3191.76,62438.48,3191.76,74.23,100.0,80.3,4.1,3.7,71.9,313.62,59099.04,328328.0,1.05,0.08,43250,3191.76,1.15,2.52,2189.34,0.0,1.05,-132.91,Transport
F156,transporte,Cochabamba,M,True,True,IFD/cooperativa,IV_Riesgo_critico,6,44,0,60.0,0.0,60.0,413.85,0.0,413.85,1107.0,96.98,112.59,284.78,-919.2,1203.98,422.8,284.78,38.51,0.09,477.28,1.0,20044.51,31.03,-100.15,14808.56,-47798.4,14808.56,-47798.4,45.09,100.0,68.8,-222.1,27.2,267.5,113.67,9765.6,54253.33,-15.32,-1.12,0,-47798.4,,0.33,20044.51,0.0,-15.32,-973.0,Transport
F157,transporte,Cochabamba,M,True,True,prestamista_informal,I_Viable,27,46,0,62.8,0.0,62.8,1945.27,0.0,1945.27,1197.6,73.42,60.43,1850.64,579.62,1271.02,68.7,1850.64,184.99,0.1,2248.5,1.0,3373.13,42.8,13.4,96233.28,30140.24,96233.28,30140.24,44.99,100.0,95.1,29.8,3.1,61.6,228.34,92415.44,513419.11,9.23,0.68,46500,30140.24,1.3,1.45,3373.13,0.0,9.23,326.73,Transport
F158,transporte,Tarija,M,False,False,ninguno,I_Viable,3,33,0,58.4,0.0,58.4,1152.56,0.0,1152.56,845.64,54.81,0.0,1130.01,229.56,900.45,79.7,1130.01,167.74,0.15,6920.43,6920.43,0.0,8.49,1.72,8.49,1.72,8.49,1.72,8.66,100.0,98.0,19.9,0.0,73.4,44.88,55910.4,310613.33,3.93,0.29,29650,11937.12,1.15,0.0,0.0,0.0,3.93,79.73,Transport
F159,transporte,Cochabamba,M,False,True,familiar,I_Viable,2,36,0,65.9,0.0,65.9,2234.37,0.0,2234.37,724.92,91.09,0.0,2181.79,1365.78,816.01,37.4,2181.79,103.43,0.05,15036.37,12323.97,2712.4,7.55,4.72,9.21,5.76,9.21,5.76,7.73,100.0,97.6,61.1,0.0,32.4,40.17,108716.4,603980.0,20.73,1.52,51750,71020.56,1.49,0.0,2712.4,0.0,20.73,1075.31,Transport
F160,transporte,Cochabamba,M,False,False,ninguno,I_Viable,9,50,0,55.9,0.0,55.9,1343.48,0.0,1343.48,912.84,125.55,0.0,1162.32,123.93,1038.39,89.3,1162.32,103.41,0.08,611.3,611.3,0.0,98.87,10.54,98.87,10.54,98.87,10.54,114.28,100.0,86.5,9.2,0.0,67.9,489.96,53912.04,299511.33,2.22,0.16,0,6444.36,,0.0,0.0,0.0,2.22,-50.72,Transport
F161,transporte,Tarija,M,False,True,prestamista_informal,II_Precaria,15,23,0,61.7,0.0,61.7,896.32,0.0,896.32,844.68,246.49,53.86,807.35,-283.82,1091.17,135.2,807.35,85.39,0.1,1655.7,1.0,3589.54,25.36,-8.91,41982.2,-14758.64,41982.2,-14758.64,28.15,100.0,90.1,-31.7,6.0,94.2,97.86,29164.72,162026.22,-4.6,-0.34,0,-14758.64,,1.13,3589.54,0.0,-4.6,-400.34,Transport
F162,transporte,Cochabamba,M,False,True,proveedor,I_Viable,8,63,0,56.2,0.0,56.2,2186.5,0.0,2186.5,1017.24,223.47,15.4,2097.64,856.93,1240.71,59.1,2097.64,197.97,0.09,2200.36,293.29,1907.07,49.57,20.25,371.91,151.93,371.91,151.93,51.67,100.0,95.9,39.2,0.7,46.5,246.06,97456.84,541426.89,15.25,1.12,49700,44560.36,1.46,0.51,1907.07,0.0,15.25,572.68,Transport
F163,transporte,Cochabamba,M,False,True,prestamista_informal,IV_Riesgo_critico,3,45,0,62.3,0.0,62.3,1297.38,0.0,1297.38,807.42,97.66,852.1,401.52,-503.56,905.08,225.4,401.52,241.11,0.19,11765.24,1.0,29335.78,1.77,-2.23,20879.04,-26185.12,20879.04,-26185.12,5.73,100.0,30.9,-38.8,65.7,62.2,7.46,15800.72,87781.78,-8.08,-0.59,0,-26185.12,,3.15,29335.78,0.0,-8.08,-672.22,Transport
F164,transporte,Santa Cruz,M,True,False,ninguno,I_Viable,1,24,0,61.7,0.0,61.7,1241.49,0.0,1241.49,1003.86,89.51,0.0,1241.49,148.12,1093.37,88.1,1241.49,152.24,0.12,19992.29,19992.29,0.0,3.23,0.39,3.23,0.39,3.23,0.39,3.23,100.0,100.0,11.9,0.0,80.9,16.65,59902.96,332794.22,2.4,0.18,29850,7702.24,1.24,0.0,0.0,0.0,2.4,-13.27,Transport
F165,transporte,La Paz,M,True,True,familiar,I_Viable,1,51,0,59.4,0.0,59.4,1694.42,0.0,1694.42,1042.5,137.5,0.0,1412.22,232.22,1180.0,83.6,1412.22,132.43,0.08,31247.52,26463.09,4784.43,2.35,0.39,2.78,0.46,2.78,0.46,2.82,100.0,83.3,13.7,0.0,61.5,11.79,66285.44,368252.44,3.91,0.29,0,12075.44,,0.0,4784.43,0.0,3.91,11.95,Transport
F166,transporte,Cochabamba,M,False,True,prestamista_informal,II_Precaria,2,30,0,55.0,0.0,55.0,1299.88,0.0,1299.88,812.34,614.63,53.25,1224.11,-202.86,1426.97,116.6,1224.11,83.39,0.06,96697.75,94593.02,2104.73,0.66,-0.11,0.67,-0.11,0.67,-0.11,0.7,100.0,94.2,-15.6,4.1,62.5,1.82,31692.96,176072.0,-3.69,-0.27,0,-10548.72,,2.48,2104.73,0.0,-3.69,-371.84,Transport
F167,transporte,Santa Cruz,M,True,True,prestamista_informal,IV_Riesgo_critico,5,37,0,54.5,0.0,54.5,1122.33,0.0,1122.33,820.2,414.32,427.64,667.53,-566.99,1234.52,184.9,667.53,148.84,0.13,1200.63,1.0,15100.55,28.91,-24.56,34711.56,-29483.48,34711.56,-29483.48,48.61,100.0,59.5,-50.5,38.1,73.1,60.93,13166.92,73149.56,-10.4,-0.76,48800,-29483.48,0.86,3.01,15100.55,0.0,-10.4,-712.89,Transport
F168,transporte,La Paz,M,False,True,prestamista_informal,II_Precaria,10,55,0,69.0,0.0,69.0,849.59,0.0,849.59,1222.02,164.71,73.57,776.02,-610.71,1386.73,178.7,776.02,105.97,0.12,417.04,1.0,4271.22,96.76,-76.15,40353.04,-31756.92,40353.04,-31756.92,105.93,100.0,91.3,-71.9,8.7,143.8,423.46,31788.12,176600.67,-8.85,-0.65,0,-31756.92,,1.37,4271.22,0.0,-8.85,-721.16,Transport
F169,transporte,Cochabamba,M,True,True,IFD/cooperativa,I_Viable,2,47,1,53.6,5.4,59.0,1368.76,0.0,1368.76,805.38,41.72,10.64,1165.24,318.14,847.1,72.7,1165.24,42.15,0.03,7278.49,4721.15,2557.34,8.32,2.27,12.83,3.5,12.83,3.5,9.78,100.0,85.1,23.2,0.8,58.8,44.59,58423.04,324572.44,5.39,0.4,0,16543.28,,0.24,2557.34,0.0,5.39,140.2,Transport
