tx_id,firm_id,sector,city,gender,is_poor,day_num,day_name,module,category,description,amount_bs,currency,usd_amount,payment_type,is_credit,counterpart,account_db,account_cr,is_imputed,capital_paid,interest_paid,cash_end,inventory_end
TX05280,F097,manufactura,La Paz,F,False,3,Miércoles,M1B_COBROS,cobro_cxc,Cobro cuenta por cobrar cliente,163.49,Bs,0.0,efectivo,False,cliente,1010,1110.0,False,0.0,0.0,1665.07,1906.22
TX05281,F097,manufactura,La Paz,F,False,3,Miércoles,M2_COMPRAS,compra_insumos,Compra insumos/mercadería manufactura,100.71,USD,10.6,efectivo,False,proveedor,1210,1010.0,False,0.0,0.0,1665.07,1906.22
TX05282,F097,manufactura,La Paz,F,False,3,Miércoles,M3_GASTOS_OP,gasto_transporte,Pasaje / flete / combustible,8.04,Bs,0.0,efectivo,False,proveedor_servicio,6010,1010.0,False,0.0,0.0,1665.07,1906.22
TX05283,F097,manufactura,La Paz,F,False,3,Miércoles,M5_TRABAJO_IMPUTADO,mano_obra_imputada_titular,Trabajo titular: 7.8 hrs × Bs12.5/hr,97.06,Bs,0.0,imputado,False,titular,6050,3030.0,True,0.0,0.0,1665.07,1906.22
TX05284,F097,manufactura,La Paz,F,False,3,Miércoles,M5_TRABAJO_IMPUTADO,mano_obra_imputada_familiar,Trabajo familiar no remunerado: 3.2 hrs,34.45,Bs,0.0,imputado,False,familiar,6050,3030.0,True,0.0,0.0,1665.07,1906.22
TX05285,F097,manufactura,La Paz,F,False,3,Miércoles,M7_TRANSFERENCIAS,retiro_titular,Retiro para gastos del hogar,30.67,Bs,0.0,efectivo,False,hogar,3030,1010.0,False,0.0,0.0,1665.07,1906.22
TX05286,F097,manufactura,La Paz,F,False,4,Jueves,M1A_VENTAS,venta_contado,Venta manufactura día 4 tx1,158.63,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1769.9,2062.61
TX05287,F097,manufactura,La Paz,F,False,4,Jueves,M1A_VENTAS,venta_credito,Venta manufactura día 4 tx4,24.0,Bs,0.0,credito,True,cliente,1110,4020.0,False,0.0,0.0,1769.9,2062.61
TX05288,F097,manufactura,La Paz,F,False,4,Jueves,M1A_VENTAS,venta_contado,Venta manufactura día 4 tx5,17.24,USD,1.82,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1769.9,2062.61
TX05289,F097,manufactura,La Paz,F,False,4,Jueves,M1A_VENTAS,venta_credito,Venta manufactura día 4 tx6,5.29,Bs,0.0,credito,True,cliente,1110,4020.0,False,0.0,0.0,1769.9,2062.61
TX05290,F097,manufactura,La Paz,F,False,4,Jueves,M1A_VENTAS,venta_contado,Venta manufactura día 4 tx7,69.19,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1769.9,2062.61
TX05291,F097,manufactura,La Paz,F,False,4,Jueves,M1A_VENTAS,venta_contado,Venta manufactura día 4 tx8,51.85,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1769.9,2062.61
TX05292,F097,manufactura,La Paz,F,False,4,Jueves,M2_COMPRAS,compra_insumos,Compra insumos/mercadería manufactura,183.99,USD,19.37,efectivo,False,proveedor,1210,1010.0,False,0.0,0.0,1769.9,2062.61
TX05293,F097,manufactura,La Paz,F,False,4,Jueves,M3_GASTOS_OP,gasto_transporte,Pasaje / flete / combustible,8.1,Bs,0.0,efectivo,False,proveedor_servicio,6010,1010.0,False,0.0,0.0,1769.9,2062.61
TX05294,F097,manufactura,La Paz,F,False,4,Jueves,M5_TRABAJO_IMPUTADO,mano_obra_imputada_titular,Trabajo titular: 7.8 hrs × Bs12.5/hr,97.06,Bs,0.0,imputado,False,titular,6050,3030.0,True,0.0,0.0,1769.9,2062.61
TX05295,F097,manufactura,La Paz,F,False,4,Jueves,M5_TRABAJO_IMPUTADO,mano_obra_imputada_familiar,Trabajo familiar no remunerado: 3.2 hrs,34.45,Bs,0.0,imputado,False,familiar,6050,3030.0,True,0.0,0.0,1769.9,2062.61
TX05296,F097,manufactura,La Paz,F,False,5,Viernes,M1A_VENTAS,venta_contado,Venta manufactura día 5 tx1,33.01,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1690.68,2062.61
TX05297,F097,manufactura,La Paz,F,False,5,Viernes,M1A_VENTAS,venta_credito,Venta manufactura día 5 tx2,16.87,Bs,0.0,credito,True,cliente,1110,4020.0,False,0.0,0.0,1690.68,2062.61
TX05298,F097,manufactura,La Paz,F,False,5,Viernes,M1A_VENTAS,venta_credito,Venta manufactura día 5 tx3,90.57,Bs,0.0,credito,True,cliente,1110,4020.0,False,0.0,0.0,1690.68,2062.61
TX05299,F097,manufactura,La Paz,F,False,5,Viernes,M1A_VENTAS,venta_contado,Venta manufactura día 5 tx4,46.04,USD,4.85,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1690.68,2062.61
TX05300,F097,manufactura,La Paz,F,False,5,Viernes,M1A_VENTAS,venta_credito,Venta manufactura día 5 tx5,27.85,Bs,0.0,credito,True,cliente,1110,4020.0,False,0.0,0.0,1690.68,2062.61
TX05301,F097,manufactura,La Paz,F,False,5,Viernes,M1A_VENTAS,venta_contado,Venta manufactura día 5 tx6,66.28,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1690.68,2062.61
TX05302,F097,manufactura,La Paz,F,False,5,Viernes,M3_GASTOS_OP,gasto_gremio,Cuota gremio / sindicato / asociación,74.92,Bs,0.0,efectivo,False,gremio,6060,1010.0,False,0.0,0.0,1690.68,2062.61
TX05303,F097,manufactura,La Paz,F,False,5,Viernes,M4B_PAGO_DEUDA,pago_deuda,Cuota IFD/cooperativa: capital + interés,80.86,Bs,0.0,efectivo,False,IFD/cooperativa,2110_capital+6100_interes,1010.0,False,65.49,15.37,1690.68,2062.61
TX05304,F097,manufactura,La Paz,F,False,5,Viernes,M5_TRABAJO_IMPUTADO,mano_obra_imputada_titular,Trabajo titular: 7.8 hrs × Bs12.5/hr,97.06,Bs,0.0,imputado,False,titular,6050,3030.0,True,0.0,0.0,1690.68,2062.61
TX05305,F097,manufactura,La Paz,F,False,5,Viernes,M5_TRABAJO_IMPUTADO,mano_obra_imputada_familiar,Trabajo familiar no remunerado: 3.2 hrs,34.45,Bs,0.0,imputado,False,familiar,6050,3030.0,True,0.0,0.0,1690.68,2062.61
TX05306,F097,manufactura,La Paz,F,False,5,Viernes,M7_TRANSFERENCIAS,retiro_titular,Retiro para gastos del hogar,68.76,Bs,0.0,efectivo,False,hogar,3030,1010.0,False,0.0,0.0,1690.68,2062.61
TX05307,F097,manufactura,La Paz,F,False,6,Sábado,M1A_VENTAS,venta_credito,Venta manufactura día 6 tx1,57.22,Bs,0.0,credito,True,cliente,1110,4020.0,False,0.0,0.0,1949.93,2062.61
TX05308,F097,manufactura,La Paz,F,False,6,Sábado,M1A_VENTAS,venta_contado,Venta manufactura día 6 tx2,35.63,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1949.93,2062.61
TX05309,F097,manufactura,La Paz,F,False,6,Sábado,M1A_VENTAS,venta_contado,Venta manufactura día 6 tx3,55.36,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1949.93,2062.61
TX05310,F097,manufactura,La Paz,F,False,6,Sábado,M1A_VENTAS,venta_contado,Venta manufactura día 6 tx4,13.64,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1949.93,2062.61
TX05311,F097,manufactura,La Paz,F,False,6,Sábado,M1A_VENTAS,venta_contado,Venta manufactura día 6 tx5,19.0,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1949.93,2062.61
TX05312,F097,manufactura,La Paz,F,False,6,Sábado,M1B_COBROS,cobro_cxc,Cobro cuenta por cobrar cliente,135.62,Bs,0.0,efectivo,False,cliente,1010,1110.0,False,0.0,0.0,1949.93,2062.61
TX05313,F097,manufactura,La Paz,F,False,6,Sábado,M5_TRABAJO_IMPUTADO,mano_obra_imputada_titular,Trabajo titular: 7.8 hrs × Bs12.5/hr,97.06,Bs,0.0,imputado,False,titular,6050,3030.0,True,0.0,0.0,1949.93,2062.61
TX05314,F097,manufactura,La Paz,F,False,6,Sábado,M5_TRABAJO_IMPUTADO,mano_obra_imputada_familiar,Trabajo familiar no remunerado: 3.2 hrs,34.45,Bs,0.0,imputado,False,familiar,6050,3030.0,True,0.0,0.0,1949.93,2062.61
TX05315,F097,manufactura,La Paz,,,7,Domingo,DIA_INACTIVO,descanso,Día de descanso / feria cerrada,0.0,Bs,0.0,,False,,,,False,,,1949.93,2062.61
TX05316,F098,manufactura,Santa Cruz,M,False,1,Lunes,M1B_COBROS,cobro_cxc,Cobro cuenta por cobrar cliente,13.32,Bs,0.0,efectivo,False,cliente,1010,1110.0,False,0.0,0.0,347.51,1435.25
TX05317,F098,manufactura,Santa Cruz,M,False,1,Lunes,M2_COMPRAS,compra_insumos,Compra insumos/mercadería manufactura,2.27,Bs,0.0,efectivo,False,proveedor,1210,1010.0,False,0.0,0.0,347.51,1435.25
TX05318,F098,manufactura,Santa Cruz,M,False,1,Lunes,M3_GASTOS_OP,gasto_alquiler,Alquiler puesto / local / feria,60.43,Bs,0.0,efectivo,False,arrendador,6020,1010.0,False,0.0,0.0,347.51,1435.25
TX05319,F098,manufactura,Santa Cruz,M,False,1,Lunes,M5_TRABAJO_IMPUTADO,mano_obra_imputada_titular,Trabajo titular: 7.5 hrs × Bs12.4/hr,93.49,Bs,0.0,imputado,False,titular,6050,3030.0,True,0.0,0.0,347.51,1435.25
TX05320,F098,manufactura,Santa Cruz,M,False,1,Lunes,M5_TRABAJO_IMPUTADO,mano_obra_imputada_familiar,Trabajo familiar no remunerado: 12.2 hrs,128.16,Bs,0.0,imputado,False,familiar,6050,3030.0,True,0.0,0.0,347.51,1435.25
TX05321,F098,manufactura,Santa Cruz,M,False,1,Lunes,M7_TRANSFERENCIAS,retiro_titular,Retiro para gastos del hogar,0.64,Bs,0.0,efectivo,False,hogar,3030,1010.0,False,0.0,0.0,347.51,1435.25
TX05322,F098,manufactura,Santa Cruz,M,False,2,Martes,M1A_VENTAS,venta_contado,Venta manufactura día 2 tx2,48.55,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,407.8,1477.81
TX05323,F098,manufactura,Santa Cruz,M,False,2,Martes,M1A_VENTAS,venta_contado,Venta manufactura día 2 tx3,70.83,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,407.8,1477.81
TX05324,F098,manufactura,Santa Cruz,M,False,2,Martes,M2_COMPRAS,compra_insumos,Compra insumos/mercadería manufactura,50.07,Bs,0.0,efectivo,False,proveedor,1210,1010.0,False,0.0,0.0,407.8,1477.81
TX05325,F098,manufactura,Santa Cruz,M,False,2,Martes,M5_TRABAJO_IMPUTADO,mano_obra_imputada_titular,Trabajo titular: 7.5 hrs × Bs12.4/hr,93.49,Bs,0.0,imputado,False,titular,6050,3030.0,True,0.0,0.0,407.8,1477.81
TX05326,F098,manufactura,Santa Cruz,M,False,2,Martes,M5_TRABAJO_IMPUTADO,mano_obra_imputada_familiar,Trabajo familiar no remunerado: 12.2 hrs,128.16,Bs,0.0,imputado,False,familiar,6050,3030.0,True,0.0,0.0,407.8,1477.81
TX05327,F098,manufactura,Santa Cruz,M,False,2,Martes,M7_TRANSFERENCIAS,retiro_titular,Retiro para gastos del hogar,9.01,Bs,0.0,efectivo,False,hogar,3030,1010.0,False,0.0,0.0,407.8,1477.81
TX05328,F098,manufactura,Santa Cruz,M,False,3,Miércoles,M3_GASTOS_OP,gasto_transporte,Pasaje / flete / combustible,5.22,Bs,0.0,efectivo,False,proveedor_servicio,6010,1010.0,False,0.0,0.0,402.58,1477.81
TX05329,F098,manufactura,Santa Cruz,M,False,3,Miércoles,M5_TRABAJO_IMPUTADO,mano_obra_imputada_titular,Trabajo titular: 7.5 hrs × Bs12.4/hr,93.49,Bs,0.0,imputado,False,titular,6050,3030.0,True,0.0,0.0,402.58,1477.81
TX05330,F098,manufactura,Santa Cruz,M,False,3,Miércoles,M5_TRABAJO_IMPUTADO,mano_obra_imputada_familiar,Trabajo familiar no remunerado: 12.2 hrs,128.16,Bs,0.0,imputado,False,familiar,6050,3030.0,True,0.0,0.0,402.58,1477.81
TX05331,F098,manufactura,Santa Cruz,M,False,4,Jueves,M1A_VENTAS,venta_contado,Venta manufactura día 4 tx2,21.73,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,619.97,1477.81
TX05332,F098,manufactura,Santa Cruz,M,False,4,Jueves,M1A_VENTAS,venta_contado,Venta manufactura día 4 tx3,57.42,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,619.97,1477.81
TX05333,F098,manufactura,Santa Cruz,M,False,4,Jueves,M1A_VENTAS,venta_contado,Venta manufactura día 4 tx4,12.75,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,619.97,1477.81
TX05334,F098,manufactura,Santa Cruz,M,False,4,Jueves,M1A_VENTAS,venta_contado,Venta manufactura día 4 tx5,7.33,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,619.97,1477.81
TX05335,F098,manufactura,Santa Cruz,M,False,4,Jueves,M1A_VENTAS,venta_credito,Venta manufactura día 4 tx6,68.0,Bs,0.0,credito,True,cliente,1110,4020.0,False,0.0,0.0,619.97,1477.81
TX05336,F098,manufactura,Santa Cruz,M,False,4,Jueves,M1A_VENTAS,venta_contado,Venta manufactura día 4 tx7,88.04,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,619.97,1477.81
TX05337,F098,manufactura,Santa Cruz,M,False,4,Jueves,M1A_VENTAS,venta_contado,Venta manufactura día 4 tx8,6.99,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,619.97,1477.81
TX05338,F098,manufactura,Santa Cruz,M,False,4,Jueves,M1B_COBROS,cobro_cxc,Cobro cuenta por cobrar cliente,31.05,Bs,0.0,efectivo,False,cliente,1010,1110.0,False,0.0,0.0,619.97,1477.81
TX05339,F098,manufactura,Santa Cruz,M,False,4,Jueves,M3_GASTOS_OP,gasto_transporte,Pasaje / flete / combustible,7.92,Bs,0.0,efectivo,False,proveedor_servicio,6010,1010.0,False,0.0,0.0,619.97,1477.81
TX05340,F098,manufactura,Santa Cruz,M,False,4,Jueves,M5_TRABAJO_IMPUTADO,mano_obra_imputada_titular,Trabajo titular: 7.5 hrs × Bs12.4/hr,93.49,Bs,0.0,imputado,False,titular,6050,3030.0,True,0.0,0.0,619.97,1477.81
TX05341,F098,manufactura,Santa Cruz,M,False,4,Jueves,M5_TRABAJO_IMPUTADO,mano_obra_imputada_familiar,Trabajo familiar no remunerado: 12.2 hrs,128.16,Bs,0.0,imputado,False,familiar,6050,3030.0,True,0.0,0.0,619.97,1477.81
TX05342,F098,manufactura,Santa Cruz,M,False,5,Viernes,M1A_VENTAS,venta_contado,Venta manufactura día 5 tx1,107.8,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,519.48,1477.81
TX05343,F098,manufactura,Santa Cruz,M,False,5,Viernes,M1A_VENTAS,venta_credito,Venta manufactura día 5 tx2,138.13,Bs,0.0,credito,True,cliente,1110,4020.0,False,0.0,0.0,519.48,1477.81
TX05344,F098,manufactura,Santa Cruz,M,False,5,Viernes,M4B_PAGO_DEUDA,pago_deuda,Cuota IFD/cooperativa: capital + interés,157.64,Bs,0.0,efectivo,False,IFD/cooperativa,2110_capital+6100_interes,1010.0,False,117.27,40.37,519.48,1477.81
TX05345,F098,manufactura,Santa Cruz,M,False,5,Viernes,M5_TRABAJO_IMPUTADO,mano_obra_imputada_titular,Trabajo titular: 7.5 hrs × Bs12.4/hr,93.49,Bs,0.0,imputado,False,titular,6050,3030.0,True,0.0,0.0,519.48,1477.81
TX05346,F098,manufactura,Santa Cruz,M,False,5,Viernes,M5_TRABAJO_IMPUTADO,mano_obra_imputada_familiar,Trabajo familiar no remunerado: 12.2 hrs,128.16,Bs,0.0,imputado,False,familiar,6050,3030.0,True,0.0,0.0,519.48,1477.81
TX05347,F098,manufactura,Santa Cruz,M,False,5,Viernes,M7_TRANSFERENCIAS,retiro_titular,Retiro para gastos del hogar,50.65,Bs,0.0,efectivo,False,hogar,3030,1010.0,False,0.0,0.0,519.48,1477.81
TX05348,F098,manufactura,Santa Cruz,M,False,6,Sábado,M1A_VENTAS,venta_contado,Venta manufactura día 6 tx1,13.85,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,670.96,1526.63
TX05349,F098,manufactura,Santa Cruz,M,False,6,Sábado,M1A_VENTAS,venta_contado,Venta manufactura día 6 tx2,18.42,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,670.96,1526.63
TX05350,F098,manufactura,Santa Cruz,M,False,6,Sábado,M1A_VENTAS,venta_contado,Venta manufactura día 6 tx3,11.83,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,670.96,1526.63
TX05351,F098,manufactura,Santa Cruz,M,False,6,Sábado,M1A_VENTAS,venta_contado,Venta manufactura día 6 tx4,45.93,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,670.96,1526.63
TX05352,F098,manufactura,Santa Cruz,M,False,6,Sábado,M1A_VENTAS,venta_contado,Venta manufactura día 6 tx6,13.68,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,670.96,1526.63
TX05353,F098,manufactura,Santa Cruz,M,False,6,Sábado,M1A_VENTAS,venta_contado,Venta manufactura día 6 tx8,8.88,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,670.96,1526.63
TX05354,F098,manufactura,Santa Cruz,M,False,6,Sábado,M1B_COBROS,cobro_cxc,Cobro cuenta por cobrar cliente,112.18,Bs,0.0,efectivo,False,cliente,1010,1110.0,False,0.0,0.0,670.96,1526.63
TX05355,F098,manufactura,Santa Cruz,M,False,6,Sábado,M2_COMPRAS,compra_insumos,Compra insumos/mercadería manufactura,57.44,Bs,0.0,efectivo,False,proveedor,1210,1010.0,False,0.0,0.0,670.96,1526.63
TX05356,F098,manufactura,Santa Cruz,M,False,6,Sábado,M5_TRABAJO_IMPUTADO,mano_obra_imputada_titular,Trabajo titular: 7.5 hrs × Bs12.4/hr,93.49,Bs,0.0,imputado,False,titular,6050,3030.0,True,0.0,0.0,670.96,1526.63
TX05357,F098,manufactura,Santa Cruz,M,False,6,Sábado,M5_TRABAJO_IMPUTADO,mano_obra_imputada_familiar,Trabajo familiar no remunerado: 12.2 hrs,128.16,Bs,0.0,imputado,False,familiar,6050,3030.0,True,0.0,0.0,670.96,1526.63
TX05358,F098,manufactura,Santa Cruz,M,False,6,Sábado,M7_TRANSFERENCIAS,retiro_titular,Retiro para gastos del hogar,15.85,Bs,0.0,efectivo,False,hogar,3030,1010.0,False,0.0,0.0,670.96,1526.63
TX05359,F098,manufactura,Santa Cruz,,,7,Domingo,DIA_INACTIVO,descanso,Día de descanso / feria cerrada,0.0,Bs,0.0,,False,,,,False,,,670.96,1526.63
TX05360,F099,manufactura,Cochabamba,F,True,1,Lunes,M1A_VENTAS,venta_contado,Venta manufactura día 1 tx1,80.89,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,445.73,1538.99
TX05361,F099,manufactura,Cochabamba,F,True,1,Lunes,M1A_VENTAS,venta_contado,Venta manufactura día 1 tx2,97.29,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,445.73,1538.99
TX05362,F099,manufactura,Cochabamba,F,True,1,Lunes,M1A_VENTAS,venta_contado,Venta manufactura día 1 tx3,28.48,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,445.73,1538.99
TX05363,F099,manufactura,Cochabamba,F,True,1,Lunes,M1A_VENTAS,venta_contado,Venta manufactura día 1 tx4,111.65,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,445.73,1538.99
TX05364,F099,manufactura,Cochabamba,F,True,1,Lunes,M2_COMPRAS,compra_insumos,Compra insumos/mercadería manufactura,179.76,USD,18.92,efectivo,False,proveedor,1210,1010.0,False,0.0,0.0,445.73,1538.99
TX05365,F099,manufactura,Cochabamba,F,True,1,Lunes,M3_GASTOS_OP,gasto_alquiler,Alquiler puesto / local / feria,63.45,Bs,0.0,efectivo,False,arrendador,6020,1010.0,False,0.0,0.0,445.73,1538.99
TX05366,F099,manufactura,Cochabamba,F,True,1,Lunes,M3_GASTOS_OP,gasto_servicios,Gas / agua / luz / internet,36.14,Bs,0.0,efectivo,False,servicio_basico,6030,1010.0,False,0.0,0.0,445.73,1538.99
TX05367,F099,manufactura,Cochabamba,F,True,1,Lunes,M5_TRABAJO_IMPUTADO,mano_obra_imputada_titular,Trabajo titular: 9.2 hrs × Bs12.4/hr,114.12,Bs,0.0,imputado,False,titular,6050,3030.0,True,0.0,0.0,445.73,1538.99
TX05368,F099,manufactura,Cochabamba,F,True,1,Lunes,M7_TRANSFERENCIAS,retiro_titular,Retiro para gastos del hogar,65.39,Bs,0.0,efectivo,False,hogar,3030,1010.0,False,0.0,0.0,445.73,1538.99
TX05369,F099,manufactura,Cochabamba,F,True,2,Martes,M1A_VENTAS,venta_contado,Venta manufactura día 2 tx1,17.1,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,718.17,1582.49
TX05370,F099,manufactura,Cochabamba,F,True,2,Martes,M1A_VENTAS,venta_contado,Venta manufactura día 2 tx2,72.75,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,718.17,1582.49
TX05371,F099,manufactura,Cochabamba,F,True,2,Martes,M1A_VENTAS,venta_contado,Venta manufactura día 2 tx3,40.42,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,718.17,1582.49
TX05372,F099,manufactura,Cochabamba,F,True,2,Martes,M1B_COBROS,cobro_cxc,Cobro cuenta por cobrar cliente,16.99,Bs,0.0,efectivo,False,cliente,1010,1110.0,False,0.0,0.0,718.17,1582.49
TX05373,F099,manufactura,Cochabamba,F,True,2,Martes,M2_COMPRAS,compra_insumos,Compra insumos/mercadería manufactura,51.18,Bs,0.0,efectivo,False,proveedor,1210,1010.0,False,0.0,0.0,718.17,1582.49
TX05374,F099,manufactura,Cochabamba,F,True,2,Martes,M5_TRABAJO_IMPUTADO,mano_obra_imputada_titular,Trabajo titular: 9.2 hrs × Bs12.4/hr,114.12,Bs,0.0,imputado,False,titular,6050,3030.0,True,0.0,0.0,718.17,1582.49
TX05375,F099,manufactura,Cochabamba,F,True,2,Martes,M7_TRANSFERENCIAS,retiro_titular,Retiro para gastos del hogar,19.61,Bs,0.0,efectivo,False,hogar,3030,1010.0,False,0.0,0.0,718.17,1582.49
TX05376,F099,manufactura,Cochabamba,F,True,2,Martes,M7_TRANSFERENCIAS,aporte_hogar,Inyección de efectivo del hogar al negocio,195.96,Bs,0.0,efectivo,False,hogar,1010,3040.0,False,0.0,0.0,718.17,1582.49
TX05377,F099,manufactura,Cochabamba,F,True,3,Miércoles,M1A_VENTAS,venta_contado,Venta manufactura día 3 tx1,36.88,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,939.03,1582.49
TX05378,F099,manufactura,Cochabamba,F,True,3,Miércoles,M1A_VENTAS,venta_contado,Venta manufactura día 3 tx2,72.05,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,939.03,1582.49
TX05379,F099,manufactura,Cochabamba,F,True,3,Miércoles,M1A_VENTAS,venta_contado,Venta manufactura día 3 tx3,68.47,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,939.03,1582.49
TX05380,F099,manufactura,Cochabamba,F,True,3,Miércoles,M1A_VENTAS,venta_contado,Venta manufactura día 3 tx4,5.4,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,939.03,1582.49
TX05381,F099,manufactura,Cochabamba,F,True,3,Miércoles,M1A_VENTAS,venta_contado,Venta manufactura día 3 tx5,17.2,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,939.03,1582.49
TX05382,F099,manufactura,Cochabamba,F,True,3,Miércoles,M1A_VENTAS,venta_contado,Venta manufactura día 3 tx7,7.88,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,939.03,1582.49
TX05383,F099,manufactura,Cochabamba,F,True,3,Miércoles,M1A_VENTAS,venta_contado,Venta manufactura día 3 tx8,20.74,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,939.03,1582.49
TX05384,F099,manufactura,Cochabamba,F,True,3,Miércoles,M1B_COBROS,cobro_cxc,Cobro cuenta por cobrar cliente,28.38,Bs,0.0,efectivo,False,cliente,1010,1110.0,False,0.0,0.0,939.03,1582.49
TX05385,F099,manufactura,Cochabamba,F,True,3,Miércoles,M3_GASTOS_OP,gasto_servicios,Gas / agua / luz / internet,36.14,Bs,0.0,efectivo,False,servicio_basico,6030,1010.0,False,0.0,0.0,939.03,1582.49
TX05386,F099,manufactura,Cochabamba,F,True,3,Miércoles,M5_TRABAJO_IMPUTADO,mano_obra_imputada_titular,Trabajo titular: 9.2 hrs × Bs12.4/hr,114.12,Bs,0.0,imputado,False,titular,6050,3030.0,True,0.0,0.0,939.03,1582.49
TX05387,F099,manufactura,Cochabamba,F,True,4,Jueves,M1A_VENTAS,venta_contado,Venta manufactura día 4 tx1,32.78,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1174.89,1582.49
TX05388,F099,manufactura,Cochabamba,F,True,4,Jueves,M1A_VENTAS,venta_contado,Venta manufactura día 4 tx2,29.95,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1174.89,1582.49
TX05389,F099,manufactura,Cochabamba,F,True,4,Jueves,M1A_VENTAS,venta_contado,Venta manufactura día 4 tx4,58.69,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1174.89,1582.49
TX05390,F099,manufactura,Cochabamba,F,True,4,Jueves,M1A_VENTAS,venta_contado,Venta manufactura día 4 tx5,73.35,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1174.89,1582.49
TX05391,F099,manufactura,Cochabamba,F,True,4,Jueves,M1A_VENTAS,venta_contado,Venta manufactura día 4 tx6,41.08,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1174.89,1582.49
TX05392,F099,manufactura,Cochabamba,F,True,4,Jueves,M5_TRABAJO_IMPUTADO,mano_obra_imputada_titular,Trabajo titular: 9.2 hrs × Bs12.4/hr,114.12,Bs,0.0,imputado,False,titular,6050,3030.0,True,0.0,0.0,1174.89,1582.49
TX05393,F099,manufactura,Cochabamba,F,True,5,Viernes,M1A_VENTAS,venta_contado,Venta manufactura día 5 tx1,135.91,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1286.25,1582.49
TX05394,F099,manufactura,Cochabamba,F,True,5,Viernes,M1A_VENTAS,venta_contado,Venta manufactura día 5 tx3,17.52,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1286.25,1582.49
TX05395,F099,manufactura,Cochabamba,F,True,5,Viernes,M3_GASTOS_OP,gasto_transporte,Pasaje / flete / combustible,6.92,Bs,0.0,efectivo,False,proveedor_servicio,6010,1010.0,False,0.0,0.0,1286.25,1582.49
TX05396,F099,manufactura,Cochabamba,F,True,5,Viernes,M5_TRABAJO_IMPUTADO,mano_obra_imputada_titular,Trabajo titular: 9.2 hrs × Bs12.4/hr,114.12,Bs,0.0,imputado,False,titular,6050,3030.0,True,0.0,0.0,1286.25,1582.49
